event_id,user_id,event_timestamp,event_type,platform,workout_type,session_id
34039,11542,2025-11-06 13:17:45,workout_complete,iOS,cardio,340370
34040,11542,2025-11-08 21:46:43,session_start,iOS,,340400
34041,11542,2025-11-08 21:50:43,workout_start,iOS,yoga,340400
34042,11542,2025-11-08 22:07:43,workout_complete,iOS,yoga,340400
34043,11543,2025-12-04 08:51:23,session_start,Android,,340430
34044,11543,2025-12-04 08:55:23,workout_start,Android,cardio,340430
34045,11543,2025-12-04 09:40:23,workout_complete,Android,cardio,340430
34046,11545,2025-11-30 17:28:19,session_start,Android,,340460
34047,11545,2025-11-30 17:31:19,workout_start,Android,cardio,340460
34048,11546,2025-12-20 15:01:46,session_start,iOS,,340480
34049,11548,2025-11-30 20:31:14,session_start,Android,,340490
34050,11548,2025-11-30 20:42:14,workout_start,Android,strength,340490
34051,11548,2025-11-30 21:23:14,workout_complete,Android,strength,340490
34052,11549,2025-11-23 16:40:40,session_start,iOS,,340520
34053,11549,2025-11-23 16:45:40,workout_start,iOS,strength,340520
34054,11549,2025-11-23 17:35:40,workout_complete,iOS,strength,340520
34055,11549,2025-11-27 21:51:39,session_start,iOS,,340550
34056,11549,2025-11-27 22:00:39,workout_start,iOS,cardio,340550
34057,11549,2025-12-05 15:22:38,session_start,iOS,,340570
34058,11549,2025-12-05 15:26:38,workout_start,iOS,hiit,340570
34059,11549,2025-12-05 16:09:38,workout_complete,iOS,hiit,340570
34060,11551,2025-11-11 10:47:50,session_start,Android,,340600
34061,11551,2025-11-11 10:57:50,workout_start,Android,cardio,340600
34062,11551,2025-11-11 11:16:50,workout_complete,Android,cardio,340600
34063,11552,2025-12-26 16:25:00,session_start,Android,,340630
34064,11552,2025-12-26 16:30:00,workout_start,Android,strength,340630
34065,11552,2025-12-26 17:23:00,workout_complete,Android,strength,340630
34066,11553,2025-12-13 22:24:41,session_start,Android,,340660
34067,11553,2025-12-13 22:32:41,workout_start,Android,strength,340660
34068,11553,2025-12-13 23:12:41,workout_complete,Android,strength,340660
34069,11554,2025-11-09 18:48:33,session_start,iOS,,340690
34070,11555,2025-12-20 06:13:01,session_start,Android,,340700
34071,11555,2025-12-20 06:20:01,workout_start,Android,stretching,340700
34072,11555,2025-12-22 12:25:46,session_start,Android,,340720
34073,11555,2025-12-22 12:28:46,workout_start,Android,cardio,340720
34074,11556,2025-12-04 23:41:44,session_start,Android,,340740
34075,11556,2025-12-04 23:45:44,workout_start,Android,strength,340740
34076,11556,2025-12-05 20:01:59,session_start,Android,,340760
34077,11556,2025-12-05 20:10:59,workout_start,Android,stretching,340760
34078,11556,2025-12-06 16:20:06,session_start,Android,,340780
34079,11556,2025-12-06 16:25:06,workout_start,Android,strength,340780
34080,11556,2025-12-06 17:13:06,workout_complete,Android,strength,340780
34081,11556,2025-12-11 17:58:58,session_start,Android,,340810
34082,11556,2025-12-11 18:03:58,workout_start,Android,yoga,340810
34083,11556,2025-12-11 18:40:58,workout_complete,Android,yoga,340810
34084,11557,2025-11-18 19:55:11,session_start,iOS,,340840
34085,11557,2025-11-18 20:03:11,workout_start,iOS,strength,340840
34086,11557,2025-11-22 08:26:44,session_start,iOS,,340860
34087,11557,2025-11-22 08:34:44,workout_start,iOS,cardio,340860
34088,11557,2025-11-22 09:19:44,workout_complete,iOS,cardio,340860
34089,11558,2025-12-30 22:49:57,session_start,Android,,340890
34090,11559,2025-12-23 11:48:49,session_start,Android,,340900
34091,11559,2025-12-23 11:54:49,workout_start,Android,strength,340900
34092,11559,2025-12-23 12:30:49,workout_complete,Android,strength,340900
34093,11559,2025-12-28 18:03:35,session_start,Android,,340930
34094,11559,2025-12-28 18:13:35,workout_start,Android,cardio,340930
34095,11562,2025-12-11 18:01:09,session_start,iOS,,340950
34096,11562,2025-12-12 09:17:18,session_start,iOS,,340960
34097,11562,2025-12-12 09:22:18,workout_start,iOS,stretching,340960
34098,11562,2025-12-12 10:06:18,workout_complete,iOS,stretching,340960
34099,11563,2025-12-05 17:26:50,session_start,iOS,,340990
34100,11563,2025-12-05 17:26:55,session_init_error,iOS,,340990
34101,11564,2025-11-17 09:14:14,session_start,Android,,341010
34102,11564,2025-11-17 09:16:14,workout_start,Android,cardio,341010
34103,11564,2025-11-17 10:17:14,workout_complete,Android,cardio,341010
34104,11566,2025-12-04 18:01:58,session_start,iOS,,341040
34105,11566,2025-12-04 18:07:58,workout_start,iOS,stretching,341040
34106,11566,2025-12-04 18:26:58,workout_complete,iOS,stretching,341040
34107,11566,2025-12-05 21:46:13,session_start,iOS,,341070
34108,11567,2025-12-06 20:16:04,session_start,Android,,341080
34109,11567,2025-12-06 20:25:04,workout_start,Android,stretching,341080
34110,11567,2025-12-06 20:42:04,workout_complete,Android,stretching,341080
34111,11567,2025-12-09 11:12:16,session_start,Android,,341110
34112,11567,2025-12-11 10:33:34,session_start,Android,,341120
34113,11567,2025-12-11 10:37:34,workout_start,Android,strength,341120
34114,11567,2025-12-11 10:59:34,workout_complete,Android,strength,341120
34115,11568,2025-12-21 09:21:12,session_start,Android,,341150
34116,11568,2025-12-21 09:24:12,workout_start,Android,strength,341150
34117,11568,2025-12-21 10:13:12,workout_complete,Android,strength,341150
34118,11570,2025-12-14 10:19:36,session_start,Android,,341180
34119,11571,2025-12-25 13:03:20,session_start,iOS,,341190
34120,11571,2025-12-25 13:07:20,workout_start,iOS,strength,341190
34121,11571,2025-12-25 14:10:20,workout_complete,iOS,strength,341190
34122,11573,2025-11-27 12:42:18,session_start,Android,,341220
34123,11573,2025-11-27 12:47:18,workout_start,Android,hiit,341220
34124,11573,2025-11-27 13:42:18,workout_complete,Android,hiit,341220
34125,11573,2025-11-30 11:06:17,session_start,Android,,341250
34126,11574,2025-12-28 01:36:18,session_start,iOS,,341260
34127,11574,2025-12-28 01:42:18,workout_start,iOS,hiit,341260
34128,11574,2025-12-31 12:46:02,session_start,iOS,,341280
34129,11574,2025-12-31 12:49:02,workout_start,iOS,yoga,341280
34130,11574,2025-12-31 13:29:02,workout_complete,iOS,yoga,341280
34131,11575,2025-12-24 11:43:45,session_start,iOS,,341310
34132,11575,2025-12-24 11:46:45,workout_start,iOS,yoga,341310
34133,11576,2025-11-07 21:45:09,session_start,iOS,,341330
34134,11576,2025-11-07 21:47:09,workout_start,iOS,yoga,341330
34135,11576,2025-11-07 22:44:09,workout_complete,iOS,yoga,341330
34136,11576,2025-11-09 12:20:59,session_start,iOS,,341360
34137,11576,2025-11-09 12:22:59,workout_start,iOS,strength,341360
34138,11576,2025-11-09 12:39:59,workout_complete,iOS,strength,341360
34139,11577,2025-11-28 15:17:07,session_start,iOS,,341390
34140,11577,2025-11-28 15:20:07,workout_start,iOS,yoga,341390
34141,11577,2025-11-28 15:58:07,workout_complete,iOS,yoga,341390
34142,11578,2025-11-18 01:29:21,session_start,Android,,341420
34143,11578,2025-11-18 01:40:21,workout_start,Android,yoga,341420
34144,11578,2025-11-19 09:14:17,session_start,Android,,341440
34145,11578,2025-11-20 20:05:19,session_start,Android,,341450
34146,11578,2025-11-20 20:14:19,workout_start,Android,cardio,341450
34147,11578,2025-11-20 20:40:19,workout_complete,Android,cardio,341450
34148,11578,2025-11-28 17:01:29,session_start,Android,,341480
34149,11578,2025-11-28 17:05:29,workout_start,Android,yoga,341480
34150,11578,2025-11-28 18:07:29,workout_complete,Android,yoga,341480
34151,11579,2025-12-18 15:55:35,session_start,iOS,,341510
34152,11580,2025-12-12 04:31:53,session_start,iOS,,341520
34153,11580,2025-12-19 17:39:16,session_start,iOS,,341530
34154,11580,2025-12-19 17:47:16,workout_start,iOS,cardio,341530
34155,11581,2025-12-09 19:34:19,session_start,Android,,341550
34156,11581,2025-12-09 19:42:19,workout_start,Android,strength,341550
34157,11581,2025-12-09 20:44:19,workout_complete,Android,strength,341550
34158,11581,2025-12-12 11:40:07,session_start,Android,,341580
34159,11582,2025-12-22 18:22:17,session_start,iOS,,341590
34160,11583,2025-11-28 11:28:14,session_start,iOS,,341600
34161,11584,2025-12-07 20:25:52,session_start,iOS,,341610
34162,11584,2025-12-07 20:32:52,workout_start,iOS,strength,341610
34163,11584,2025-12-07 20:58:52,workout_complete,iOS,strength,341610
34164,11585,2025-12-26 08:51:50,session_start,Android,,341640
34165,11585,2025-12-26 08:56:50,workout_start,Android,hiit,341640
34166,11586,2025-12-31 10:40:04,session_start,Android,,341660
34167,11586,2025-12-31 10:50:04,workout_start,Android,cardio,341660
34168,11586,2025-12-31 11:11:04,workout_complete,Android,cardio,341660
34169,11587,2025-12-23 13:42:28,session_start,iOS,,341690
34170,11588,2025-11-18 06:37:37,session_start,Android,,341700
34171,11589,2025-11-09 07:16:24,session_start,Android,,341710
34172,11589,2025-11-09 07:27:24,workout_start,Android,yoga,341710
34173,11589,2025-11-09 08:28:24,workout_complete,Android,yoga,341710
34174,11589,2025-11-10 20:22:30,session_start,Android,,341740
34175,11589,2025-11-10 20:28:30,workout_start,Android,cardio,341740
34176,11589,2025-11-10 21:17:30,workout_complete,Android,cardio,341740
34177,11590,2025-11-17 21:06:53,session_start,Android,,341770
34178,11590,2025-11-17 21:08:53,workout_start,Android,cardio,341770
34179,11590,2025-11-17 21:50:53,workout_complete,Android,cardio,341770
34180,11590,2025-11-18 16:48:41,session_start,Android,,341800
34181,11591,2025-12-04 13:31:03,session_start,iOS,,341810
34182,11591,2025-12-04 13:41:03,workout_start,iOS,strength,341810
34183,11591,2025-12-04 14:26:03,workout_complete,iOS,strength,341810
34184,11591,2025-12-06 16:45:50,session_start,iOS,,341840
34185,11592,2025-11-20 11:56:28,session_start,iOS,,341850
34186,11592,2025-11-20 12:01:28,workout_start,iOS,hiit,341850
34187,11592,2025-11-20 12:22:28,workout_complete,iOS,hiit,341850
34188,11592,2025-11-21 17:14:35,session_start,iOS,,341880
34189,11594,2025-12-18 17:33:17,session_start,iOS,,341890
34190,11595,2025-12-05 13:29:51,session_start,Android,,341900
34191,11595,2025-12-05 13:32:51,workout_start,Android,cardio,341900
34192,11595,2025-12-05 13:59:51,workout_complete,Android,cardio,341900
34193,11596,2025-11-23 17:33:40,session_start,iOS,,341930
34194,11597,2025-12-01 19:08:55,session_start,iOS,,341940
34195,11599,2025-12-20 18:58:02,session_start,Android,,341950
34196,11599,2025-12-20 19:07:02,workout_start,Android,hiit,341950
34197,11599,2025-12-20 19:38:02,workout_complete,Android,hiit,341950
34198,11599,2025-12-21 15:15:53,session_start,Android,,341980
34199,11600,2025-11-08 07:11:34,session_start,iOS,,341990
34200,11600,2025-11-08 07:14:34,workout_start,iOS,stretching,341990
34201,11600,2025-11-08 07:49:34,workout_complete,iOS,stretching,341990
34202,11600,2025-11-09 08:51:15,session_start,iOS,,342020
34203,11600,2025-11-10 11:32:02,session_start,iOS,,342030
34204,11600,2025-11-10 11:34:02,workout_start,iOS,cardio,342030
34205,11600,2025-11-10 12:32:02,workout_complete,iOS,cardio,342030
34206,11601,2025-12-26 20:12:03,session_start,iOS,,342060
34207,11601,2025-12-26 20:14:03,workout_start,iOS,strength,342060
34208,11601,2025-12-26 21:06:03,workout_complete,iOS,strength,342060
34209,11601,2025-12-27 20:17:52,session_start,iOS,,342090
34210,11601,2025-12-27 20:28:52,workout_start,iOS,cardio,342090
34211,11601,2025-12-27 21:20:52,workout_complete,iOS,cardio,342090
34212,11601,2025-12-31 16:15:11,session_start,iOS,,342120
34213,11602,2025-11-11 19:29:21,session_start,Android,,342130
34214,11602,2025-11-11 19:40:21,workout_start,Android,strength,342130
34215,11602,2025-11-11 20:05:21,workout_complete,Android,strength,342130
34216,11603,2025-11-22 13:36:19,session_start,Android,,342160
34217,11603,2025-11-24 18:23:25,session_start,Android,,342170
34218,11603,2025-11-24 18:27:25,workout_start,Android,yoga,342170
34219,11603,2025-11-24 19:11:25,workout_complete,Android,yoga,342170
34220,11603,2025-11-25 09:43:23,session_start,Android,,342200
34221,11603,2025-11-25 09:54:23,workout_start,Android,hiit,342200
34222,11603,2025-11-25 10:12:23,workout_complete,Android,hiit,342200
34223,11604,2025-12-31 20:40:31,session_start,Android,,342230
34224,11604,2025-12-31 20:43:31,workout_start,Android,yoga,342230
34225,11604,2025-12-31 21:29:31,workout_complete,Android,yoga,342230
34226,11605,2025-11-18 17:51:25,session_start,iOS,,342260
34227,11605,2025-11-18 17:54:25,workout_start,iOS,hiit,342260
34228,11605,2025-11-18 18:38:25,workout_complete,iOS,hiit,342260
34229,11605,2025-11-19 05:35:46,session_start,iOS,,342290
34230,11605,2025-11-19 05:41:46,workout_start,iOS,hiit,342290
34231,11605,2025-11-19 06:31:46,workout_complete,iOS,hiit,342290
34232,11606,2025-11-09 15:29:07,session_start,iOS,,342320
34233,11606,2025-11-09 15:39:07,workout_start,iOS,strength,342320
34234,11606,2025-11-09 16:19:07,workout_complete,iOS,strength,342320
34235,11606,2025-11-11 07:43:00,session_start,iOS,,342350
34236,11606,2025-11-11 07:47:00,workout_start,iOS,yoga,342350
34237,11606,2025-11-11 08:02:00,workout_complete,iOS,yoga,342350
34238,11607,2025-12-16 07:49:05,session_start,Android,,342380
34239,11607,2025-12-16 07:49:07,session_init_error,Android,,342380
34240,11607,2025-12-17 13:05:01,session_start,Android,,342400
34241,11607,2025-12-17 13:15:01,workout_start,Android,hiit,342400
34242,11608,2025-12-02 18:42:04,session_start,iOS,,342420
34243,11608,2025-12-03 09:39:21,session_start,iOS,,342430
34244,11608,2025-12-05 10:04:31,session_start,iOS,,342440
34245,11608,2025-12-05 10:12:31,workout_start,iOS,cardio,342440
34246,11608,2025-12-05 10:32:31,workout_complete,iOS,cardio,342440
34247,11609,2025-11-08 09:49:17,session_start,Android,,342470
34248,11609,2025-11-08 09:58:17,workout_start,Android,yoga,342470
34249,11609,2025-11-08 10:52:17,workout_complete,Android,yoga,342470
34250,11610,2025-11-01 22:44:07,session_start,iOS,,342500
34251,11610,2025-11-02 18:53:31,session_start,iOS,,342510
34252,11610,2025-11-02 18:58:31,workout_start,iOS,stretching,342510
34253,11610,2025-11-02 19:53:31,workout_complete,iOS,stretching,342510
34254,11611,2025-11-07 07:11:55,session_start,Android,,342540
34255,11611,2025-11-07 07:17:55,workout_start,Android,strength,342540
34256,11612,2025-12-10 13:10:14,session_start,iOS,,342560
34257,11612,2025-12-12 17:26:15,session_start,iOS,,342570
34258,11612,2025-12-12 17:35:15,workout_start,iOS,hiit,342570
34259,11612,2025-12-12 18:06:15,workout_complete,iOS,hiit,342570
34260,11613,2025-11-19 18:28:51,session_start,iOS,,342600
34261,11613,2025-11-19 18:37:51,workout_start,iOS,cardio,342600
34262,11613,2025-11-19 18:52:51,workout_complete,iOS,cardio,342600
34263,11613,2025-11-21 17:02:21,session_start,iOS,,342630
34264,11613,2025-11-21 17:04:21,workout_start,iOS,stretching,342630
34265,11613,2025-11-21 17:34:21,workout_complete,iOS,stretching,342630
34266,11613,2025-12-17 16:51:17,session_start,iOS,,342660
34267,11614,2025-12-23 17:07:48,session_start,Android,,342670
34268,11614,2025-12-23 17:15:48,workout_start,Android,yoga,342670
34269,11614,2025-12-23 18:09:48,workout_complete,Android,yoga,342670
34270,11614,2025-12-25 19:39:13,session_start,Android,,342700
34271,11614,2025-12-25 19:41:13,workout_start,Android,cardio,342700
34272,11614,2025-12-25 20:36:13,workout_complete,Android,cardio,342700
34273,11615,2025-12-26 16:07:06,session_start,Android,,342730
34274,11615,2025-12-26 16:09:06,workout_start,Android,strength,342730
34275,11616,2025-11-12 11:50:54,session_start,iOS,,342750
34276,11616,2025-11-12 11:52:54,workout_start,iOS,cardio,342750
34277,11616,2025-11-12 12:28:54,workout_complete,iOS,cardio,342750
34278,11616,2025-11-15 18:28:21,session_start,iOS,,342780
34279,11618,2025-11-12 07:10:55,session_start,iOS,,342790
34280,11618,2025-11-12 07:17:55,workout_start,iOS,yoga,342790
34281,11618,2025-11-12 07:46:55,workout_complete,iOS,yoga,342790
34282,11618,2025-11-17 14:29:59,session_start,iOS,,342820
34283,11619,2025-11-24 08:49:56,session_start,iOS,,342830
34284,11619,2025-11-27 06:46:58,session_start,iOS,,342840
34285,11619,2025-11-27 06:54:58,workout_start,iOS,yoga,342840
34286,11619,2025-11-27 07:39:58,workout_complete,iOS,yoga,342840
34287,11620,2025-11-20 18:32:33,session_start,Android,,342870
34288,11620,2025-11-20 18:36:33,workout_start,Android,strength,342870
34289,11621,2025-12-24 23:55:26,session_start,iOS,,342890
34290,11621,2025-12-25 00:03:26,workout_start,iOS,yoga,342890
34291,11621,2025-12-25 00:53:26,workout_complete,iOS,yoga,342890
34292,11624,2025-12-19 20:22:04,session_start,iOS,,342920
34293,11624,2025-12-19 20:27:04,workout_start,iOS,cardio,342920
34294,11624,2025-12-19 20:47:04,workout_complete,iOS,cardio,342920
34295,11626,2025-11-25 15:42:47,session_start,iOS,,342950
34296,11627,2025-11-19 17:41:11,session_start,iOS,,342960
34297,11627,2025-11-19 17:49:11,workout_start,iOS,strength,342960
34298,11627,2025-11-19 18:36:11,workout_complete,iOS,strength,342960
34299,11627,2025-12-03 09:35:02,session_start,iOS,,342990
34300,11628,2025-12-31 08:10:58,session_start,Android,,343000
34301,11628,2025-12-31 08:13:58,workout_start,Android,yoga,343000
34302,11629,2025-11-29 20:18:30,session_start,Android,,343020
34303,11629,2025-11-29 20:29:30,workout_start,Android,yoga,343020
34304,11629,2025-11-29 21:05:30,workout_complete,Android,yoga,343020
34305,11629,2025-12-01 09:19:25,session_start,Android,,343050
34306,11629,2025-12-01 09:25:25,workout_start,Android,strength,343050
34307,11629,2025-12-01 10:08:25,workout_complete,Android,strength,343050
34308,11630,2025-12-18 22:50:53,session_start,Android,,343080
34309,11630,2025-12-18 22:58:53,workout_start,Android,strength,343080
34310,11630,2025-12-18 23:37:53,workout_complete,Android,strength,343080
34311,11630,2025-12-19 23:09:30,session_start,Android,,343110
34312,11630,2025-12-20 21:48:09,session_start,Android,,343120
34313,11630,2025-12-20 21:57:09,workout_start,Android,strength,343120
34314,11630,2025-12-20 22:23:09,workout_complete,Android,strength,343120
34315,11631,2025-12-20 17:39:23,session_start,Android,,343150
34316,11631,2025-12-20 17:43:23,workout_start,Android,cardio,343150
34317,11631,2025-12-20 18:09:23,workout_complete,Android,cardio,343150
34318,11631,2025-12-22 19:12:53,session_start,Android,,343180
34319,11631,2025-12-22 19:16:53,workout_start,Android,yoga,343180
34320,11631,2025-12-22 20:15:53,workout_complete,Android,yoga,343180
34321,11632,2025-12-09 12:25:14,session_start,iOS,,343210
34322,11633,2025-11-19 18:54:09,session_start,Android,,343220
34323,11633,2025-11-19 18:56:09,workout_start,Android,yoga,343220
34324,11633,2025-11-19 19:23:09,workout_complete,Android,yoga,343220
34325,11633,2025-11-20 14:57:53,session_start,Android,,343250
34326,11633,2025-11-25 18:56:38,session_start,Android,,343260
34327,11633,2025-11-25 19:00:38,workout_start,Android,yoga,343260
34328,11633,2025-11-25 19:35:38,workout_complete,Android,yoga,343260
34329,11633,2025-11-27 21:51:40,session_start,Android,,343290
34330,11633,2025-11-27 22:02:40,workout_start,Android,yoga,343290
34331,11633,2025-11-27 22:32:40,workout_complete,Android,yoga,343290
34332,11634,2025-11-12 15:25:54,session_start,Android,,343320
34333,11634,2025-11-12 15:31:54,workout_start,Android,strength,343320
34334,11634,2025-11-12 15:47:54,workout_complete,Android,strength,343320
34335,11634,2025-11-14 14:11:02,session_start,Android,,343350
34336,11634,2025-11-14 14:14:02,workout_start,Android,cardio,343350
34337,11634,2025-11-14 14:34:02,workout_complete,Android,cardio,343350
34338,11635,2025-12-07 18:08:27,session_start,Android,,343380
34339,11635,2025-12-07 18:16:27,workout_start,Android,strength,343380
34340,11635,2025-12-07 19:08:27,workout_complete,Android,strength,343380
34341,11637,2025-12-22 08:49:07,session_start,Android,,343410
34342,11637,2025-12-24 20:04:04,session_start,Android,,343420
34343,11638,2025-12-20 19:58:34,session_start,Android,,343430
34344,11638,2025-12-20 20:05:34,workout_start,Android,yoga,343430
34345,11638,2025-12-20 20:35:34,workout_complete,Android,yoga,343430
34346,11639,2025-12-30 08:09:30,session_start,iOS,,343460
34347,11639,2025-12-30 08:12:30,workout_start,iOS,strength,343460
34348,11639,2025-12-30 09:16:30,workout_complete,iOS,strength,343460
34349,11640,2025-12-30 09:18:54,session_start,Android,,343490
34350,11641,2025-12-21 19:04:25,session_start,Android,,343500
34351,11641,2025-12-21 19:11:25,workout_start,Android,strength,343500
34352,11641,2025-12-24 19:13:32,session_start,Android,,343520
34353,11644,2025-12-15 12:00:45,session_start,iOS,,343530
34354,11645,2025-12-14 20:14:20,session_start,Android,,343540
34355,11645,2025-12-17 10:27:16,session_start,Android,,343550
34356,11645,2025-12-17 10:38:16,workout_start,Android,yoga,343550
34357,11645,2025-12-17 11:33:16,workout_complete,Android,yoga,343550
34358,11646,2025-11-17 07:58:52,session_start,Android,,343580
34359,11646,2025-11-17 08:01:52,workout_start,Android,cardio,343580
34360,11646,2025-11-17 08:26:52,workout_complete,Android,cardio,343580
34361,11646,2025-12-09 08:05:22,session_start,Android,,343610
34362,11647,2025-12-13 13:46:31,session_start,Android,,343620
34363,11647,2025-12-13 13:52:31,workout_start,Android,yoga,343620
34364,11647,2025-12-13 14:08:31,workout_complete,Android,yoga,343620
34365,11648,2025-11-29 18:04:37,session_start,iOS,,343650
34366,11648,2025-11-29 18:09:37,workout_start,iOS,strength,343650
34367,11648,2025-11-29 18:48:37,workout_complete,iOS,strength,343650
34368,11648,2025-11-30 17:27:58,session_start,iOS,,343680
34369,11648,2025-11-30 17:36:58,workout_start,iOS,hiit,343680
34370,11648,2025-11-30 17:58:58,workout_complete,iOS,hiit,343680
34371,11649,2025-11-28 07:43:01,session_start,Android,,343710
34372,11650,2025-12-25 08:24:21,session_start,Android,,343720
34373,11650,2025-12-25 08:27:21,workout_start,Android,cardio,343720
34374,11650,2025-12-25 09:29:21,workout_complete,Android,cardio,343720
34375,11650,2025-12-29 21:13:47,session_start,Android,,343750
34376,11650,2025-12-29 21:19:47,workout_start,Android,hiit,343750
34377,11650,2025-12-29 21:47:47,workout_complete,Android,hiit,343750
34378,11651,2025-12-05 17:25:33,session_start,iOS,,343780
34379,11652,2025-12-10 19:16:49,session_start,iOS,,343790
34380,11653,2025-12-12 19:53:07,session_start,Android,,343800
34381,11653,2025-12-12 20:03:07,workout_start,Android,hiit,343800
34382,11653,2025-12-13 20:23:36,session_start,Android,,343820
34383,11653,2025-12-13 20:31:36,workout_start,Android,yoga,343820
34384,11653,2025-12-13 21:32:36,workout_complete,Android,yoga,343820
34385,11654,2025-12-12 17:28:58,session_start,Android,,343850
34386,11654,2025-12-12 17:36:58,workout_start,Android,cardio,343850
34387,11654,2025-12-12 18:29:58,workout_complete,Android,cardio,343850
34388,11654,2025-12-18 10:09:48,session_start,Android,,343880
34389,11655,2025-11-18 12:54:47,session_start,iOS,,343890
34390,11655,2025-11-18 12:59:47,workout_start,iOS,yoga,343890
34391,11655,2025-11-22 21:56:24,session_start,iOS,,343910
34392,11655,2025-11-22 22:04:24,workout_start,iOS,strength,343910
34393,11655,2025-12-03 19:16:14,session_start,iOS,,343930
34394,11655,2025-12-03 19:21:14,workout_start,iOS,yoga,343930
34395,11655,2025-12-03 19:45:14,workout_complete,iOS,yoga,343930
34396,11657,2025-11-28 06:04:29,session_start,iOS,,343960
34397,11657,2025-11-28 06:09:29,workout_start,iOS,stretching,343960
34398,11657,2025-11-28 07:03:29,workout_complete,iOS,stretching,343960
34399,11657,2025-11-29 19:10:38,session_start,iOS,,343990
34400,11657,2025-12-02 09:07:06,session_start,iOS,,344000
34401,11657,2025-12-02 09:07:08,session_init_error,iOS,,344000
34402,11657,2025-12-04 09:07:57,session_start,iOS,,344020
34403,11658,2025-12-17 20:43:50,session_start,iOS,,344030
34404,11658,2025-12-17 20:48:50,workout_start,iOS,cardio,344030
34405,11658,2025-12-17 21:08:50,workout_complete,iOS,cardio,344030
34406,11659,2025-11-12 14:50:09,session_start,iOS,,344060
34407,11659,2025-11-12 15:00:09,workout_start,iOS,strength,344060
34408,11661,2025-12-22 13:54:42,session_start,iOS,,344080
34409,11662,2025-12-03 10:36:43,session_start,Android,,344090
34410,11662,2025-12-03 10:42:43,workout_start,Android,cardio,344090
34411,11662,2025-12-03 11:26:43,workout_complete,Android,cardio,344090
34412,11662,2025-12-04 09:00:20,session_start,Android,,344120
34413,11662,2025-12-04 09:07:20,workout_start,Android,cardio,344120
34414,11662,2025-12-04 10:07:20,workout_complete,Android,cardio,344120
34415,11663,2025-11-25 23:39:48,session_start,Android,,344150
34416,11663,2025-11-25 23:43:48,workout_start,Android,strength,344150
34417,11663,2025-11-25 23:59:48,workout_complete,Android,strength,344150
34418,11664,2025-12-06 15:40:45,session_start,iOS,,344180
34419,11664,2025-12-06 15:46:45,workout_start,iOS,cardio,344180
34420,11664,2025-12-06 16:05:45,workout_complete,iOS,cardio,344180
34421,11666,2025-12-17 12:22:04,session_start,iOS,,344210
34422,11666,2025-12-17 12:30:04,workout_start,iOS,yoga,344210
34423,11666,2025-12-18 09:37:47,session_start,iOS,,344230
34424,11666,2025-12-18 09:40:47,workout_start,iOS,strength,344230
34425,11666,2025-12-18 09:59:47,workout_complete,iOS,strength,344230
34426,11666,2025-12-20 17:49:36,session_start,iOS,,344260
34427,11666,2025-12-20 17:53:36,workout_start,iOS,cardio,344260
34428,11667,2025-12-20 09:32:37,session_start,Android,,344280
34429,11667,2025-12-20 09:43:37,workout_start,Android,hiit,344280
34430,11667,2025-12-20 10:12:37,workout_complete,Android,hiit,344280
34431,11669,2025-12-06 16:37:24,session_start,iOS,,344310
34432,11669,2025-12-06 16:45:24,workout_start,iOS,yoga,344310
34433,11669,2025-12-06 17:06:24,workout_complete,iOS,yoga,344310
34434,11670,2025-12-20 12:07:14,session_start,iOS,,344340
34435,11671,2025-12-05 20:16:46,session_start,Android,,344350
34436,11671,2025-12-07 08:09:35,session_start,Android,,344360
34437,11671,2025-12-07 08:15:35,workout_start,Android,yoga,344360
34438,11671,2025-12-07 08:36:35,workout_complete,Android,yoga,344360
34439,11671,2025-12-09 19:33:50,session_start,Android,,344390
34440,11672,2025-12-16 07:37:26,session_start,Android,,344400
34441,11672,2025-12-16 07:43:26,workout_start,Android,stretching,344400
34442,11672,2025-12-16 08:45:26,workout_complete,Android,stretching,344400
34443,11672,2025-12-17 08:13:58,session_start,Android,,344430
34444,11672,2025-12-17 08:17:58,workout_start,Android,cardio,344430
34445,11672,2025-12-17 08:45:58,workout_complete,Android,cardio,344430
34446,11673,2025-12-07 14:13:49,session_start,Android,,344460
34447,11673,2025-12-20 20:00:36,session_start,Android,,344470
34448,11673,2025-12-20 20:07:36,workout_start,Android,yoga,344470
34449,11674,2025-12-24 17:35:44,session_start,Android,,344490
34450,11674,2025-12-24 17:37:44,workout_start,Android,hiit,344490
34451,11674,2025-12-24 18:41:44,workout_complete,Android,hiit,344490
34452,11674,2025-12-26 19:58:45,session_start,Android,,344520
34453,11674,2025-12-26 20:07:45,workout_start,Android,cardio,344520
34454,11674,2025-12-26 20:29:45,workout_complete,Android,cardio,344520
34455,11675,2025-11-01 21:42:19,session_start,Android,,344550
34456,11675,2025-11-01 21:42:20,session_init_error,Android,,344550
34457,11675,2025-11-02 18:06:14,session_start,Android,,344570
34458,11675,2025-11-03 20:48:01,session_start,Android,,344580
34459,11677,2025-11-24 08:17:34,session_start,Android,,344590
34460,11677,2025-11-25 07:27:05,session_start,Android,,344600
34461,11677,2025-11-25 07:32:05,workout_start,Android,strength,344600
34462,11677,2025-11-25 08:13:05,workout_complete,Android,strength,344600
34463,11677,2025-11-26 10:56:21,session_start,Android,,344630
34464,11678,2025-12-29 19:50:27,session_start,Android,,344640
34465,11678,2025-12-29 19:59:27,workout_start,Android,hiit,344640
