user_id,started_at,completed_at,completed,steps_completed,goal
1838,2025-12-04 04:04:56,2025-12-04 04:12:23,1,5,general_fitness
1839,2025-12-22 06:41:20,2025-12-22 06:49:12,1,5,weight_loss
1840,2025-12-21 05:49:22,,0,1,general_fitness
1842,2025-12-13 23:42:07,,0,3,weight_loss
1843,2025-11-13 15:47:47,2025-11-13 15:51:44,1,5,weight_loss
1844,2025-12-29 14:35:55,,0,3,weight_loss
1845,2025-11-14 19:25:45,2025-11-14 19:33:20,1,5,endurance
1846,2025-12-16 14:39:46,2025-12-16 14:44:51,1,5,weight_loss
1847,2025-11-27 00:45:44,,0,4,flexibility
1849,2025-12-03 18:31:07,2025-12-03 18:35:48,1,5,weight_loss
1852,2025-12-28 17:13:32,2025-12-28 17:18:16,1,5,muscle_gain
1854,2025-12-22 21:32:40,,0,2,weight_loss
1856,2025-12-31 12:35:19,2025-12-31 12:41:44,1,5,weight_loss
1859,2025-11-21 18:21:23,,0,2,weight_loss
1860,2025-11-22 04:00:59,2025-11-22 04:08:01,1,5,flexibility
1862,2025-12-31 06:09:10,2025-12-31 06:17:01,1,5,muscle_gain
1863,2025-12-31 23:29:47,2025-12-31 23:36:49,1,5,muscle_gain
1865,2025-12-16 13:05:44,2025-12-16 13:11:28,1,5,general_fitness
1867,2025-12-29 12:14:02,2025-12-29 12:20:11,1,5,weight_loss
1868,2025-11-17 04:05:35,2025-11-17 04:10:41,1,5,muscle_gain
1869,2025-12-10 01:44:48,2025-12-10 01:51:02,1,5,endurance
1870,2025-12-25 07:03:16,2025-12-25 07:10:02,1,5,muscle_gain
1871,2025-11-25 23:50:04,2025-11-25 23:54:10,1,5,muscle_gain
1872,2025-12-05 13:56:34,2025-12-05 14:01:38,1,5,flexibility
1873,2025-12-31 23:32:28,2025-12-31 23:36:42,1,5,muscle_gain
1876,2025-12-24 20:16:04,2025-12-24 20:23:43,1,5,muscle_gain
1877,2025-11-22 09:01:46,2025-11-22 09:05:50,1,5,flexibility
1879,2025-12-11 09:28:52,,0,1,weight_loss
1880,2025-12-12 09:11:25,2025-12-12 09:15:39,1,5,muscle_gain
1882,2025-12-16 08:10:34,2025-12-16 08:13:35,1,5,endurance
1883,2025-12-03 08:32:33,,0,4,weight_loss
1884,2025-12-21 23:39:31,2025-12-21 23:46:34,1,5,muscle_gain
1885,2025-11-28 06:24:49,2025-11-28 06:28:32,1,5,muscle_gain
1886,2025-11-28 08:27:48,2025-11-28 08:33:44,1,5,general_fitness
1887,2025-11-11 19:47:48,2025-11-11 19:52:22,1,5,general_fitness
1888,2025-11-16 15:35:29,2025-11-16 15:42:46,1,5,general_fitness
1890,2025-12-05 02:41:01,2025-12-05 02:44:26,1,5,general_fitness
1891,2025-11-19 17:30:10,2025-11-19 17:34:48,1,5,weight_loss
1892,2025-12-22 18:00:00,2025-12-22 18:04:42,1,5,general_fitness
1893,2025-12-12 05:56:03,2025-12-12 06:02:26,1,5,muscle_gain
1894,2025-11-02 06:42:18,2025-11-02 06:47:41,1,5,general_fitness
1896,2025-11-15 04:54:11,2025-11-15 05:01:48,1,5,weight_loss
1897,2025-12-17 00:56:58,2025-12-17 01:02:37,1,5,weight_loss
1898,2025-11-23 03:54:11,,0,3,muscle_gain
1900,2025-11-05 08:42:25,,0,3,muscle_gain
1904,2025-11-13 08:46:46,2025-11-13 08:50:37,1,5,muscle_gain
1905,2025-12-14 21:07:15,2025-12-14 21:14:07,1,5,endurance
1907,2025-12-05 12:52:52,2025-12-05 12:58:42,1,5,general_fitness
1909,2025-12-24 06:57:39,2025-12-24 07:05:11,1,5,endurance
1910,2025-12-27 05:50:53,,0,2,general_fitness
1911,2025-11-01 09:49:10,2025-11-01 09:56:28,1,5,endurance
1912,2025-11-15 06:46:01,,0,3,weight_loss
1913,2025-12-28 05:02:00,,0,3,muscle_gain
1914,2025-12-11 15:26:26,,0,1,endurance
1915,2025-11-13 18:04:34,,0,2,weight_loss
1916,2025-11-17 09:44:04,2025-11-17 09:50:25,1,5,weight_loss
1918,2025-12-21 11:42:00,2025-12-21 11:48:43,1,5,muscle_gain
1919,2025-12-14 02:38:59,2025-12-14 02:43:31,1,5,general_fitness
1920,2025-12-30 00:17:31,2025-12-30 00:23:31,1,5,weight_loss
1921,2025-12-08 05:53:58,2025-12-08 05:59:06,1,5,general_fitness
1922,2025-11-25 11:29:30,,0,2,weight_loss
1923,2025-12-07 09:11:58,2025-12-07 09:15:06,1,5,muscle_gain
1925,2025-11-19 21:43:06,,0,1,endurance
1927,2025-11-29 08:00:18,2025-11-29 08:07:39,1,5,weight_loss
1928,2025-12-20 16:32:12,2025-12-20 16:37:39,1,5,endurance
1929,2025-11-02 17:41:12,2025-11-02 17:44:19,1,5,endurance
1930,2025-12-05 03:19:26,2025-12-05 03:26:57,1,5,general_fitness
1932,2025-12-15 04:06:51,2025-12-15 04:10:45,1,5,general_fitness
1933,2025-12-23 00:06:53,2025-12-23 00:11:19,1,5,muscle_gain
1934,2025-12-24 15:40:05,,0,2,general_fitness
1936,2025-11-09 07:30:36,2025-11-09 07:37:06,1,5,flexibility
1938,2025-12-14 14:42:44,2025-12-14 14:45:48,1,5,weight_loss
1939,2025-11-21 02:16:10,2025-11-21 02:21:38,1,5,endurance
1941,2025-11-19 20:51:26,2025-11-19 20:58:33,1,5,muscle_gain
1943,2025-12-03 00:04:55,,0,4,weight_loss
1944,2025-11-15 23:05:24,2025-11-15 23:08:57,1,5,endurance
1946,2025-12-28 22:57:33,,0,1,muscle_gain
1947,2025-11-17 20:51:39,2025-11-17 20:55:22,1,5,muscle_gain
1948,2025-12-29 20:43:39,,0,1,endurance
1949,2025-11-02 02:08:33,2025-11-02 02:16:15,1,5,muscle_gain
1950,2025-12-28 22:25:25,,0,2,general_fitness
1953,2025-12-22 08:14:56,,0,1,weight_loss
1954,2025-12-30 16:13:43,2025-12-30 16:18:06,1,5,general_fitness
1955,2025-12-28 01:34:37,2025-12-28 01:41:11,1,5,weight_loss
1956,2025-12-30 16:49:49,2025-12-30 16:53:32,1,5,muscle_gain
1958,2025-11-07 09:00:26,,0,3,endurance
1959,2025-12-26 13:00:03,,0,3,general_fitness
1960,2025-12-15 04:54:19,2025-12-15 05:01:08,1,5,general_fitness
1961,2025-12-15 17:59:34,2025-12-15 18:06:06,1,5,weight_loss
1962,2025-12-03 16:48:54,,0,1,muscle_gain
1965,2025-12-21 04:16:40,2025-12-21 04:23:57,1,5,weight_loss
1967,2025-12-21 18:51:17,2025-12-21 18:57:03,1,5,general_fitness
1968,2025-12-26 13:42:49,,0,4,muscle_gain
1970,2025-12-09 18:45:31,2025-12-09 18:50:48,1,5,weight_loss
1971,2025-11-26 02:33:06,2025-11-26 02:39:15,1,5,general_fitness
1973,2025-12-21 00:56:20,,0,2,muscle_gain
1976,2025-11-18 23:48:35,2025-11-18 23:55:56,1,5,weight_loss
1977,2025-12-06 19:03:42,2025-12-06 19:09:50,1,5,general_fitness
1981,2025-12-26 18:00:32,,0,1,endurance
1982,2025-12-01 17:48:16,,0,2,weight_loss
1984,2025-11-20 21:16:52,2025-11-20 21:22:28,1,5,muscle_gain
1985,2025-12-15 16:03:37,2025-12-15 16:09:55,1,5,weight_loss
1986,2025-12-28 05:15:46,2025-12-28 05:20:25,1,5,flexibility
1988,2025-12-20 15:54:00,2025-12-20 16:01:28,1,5,weight_loss
1989,2025-12-31 16:30:23,2025-12-31 16:37:05,1,5,general_fitness
1990,2025-11-13 07:49:27,2025-11-13 07:56:59,1,5,flexibility
1991,2025-11-08 23:27:41,2025-11-08 23:33:18,1,5,weight_loss
1992,2025-12-19 20:02:23,2025-12-19 20:06:55,1,5,weight_loss
1993,2025-11-28 21:22:16,2025-11-28 21:27:08,1,5,general_fitness
1994,2025-11-06 04:17:27,2025-11-06 04:21:21,1,5,muscle_gain
1995,2025-12-07 05:42:00,,0,4,weight_loss
1996,2025-12-22 04:01:40,2025-12-22 04:08:26,1,5,muscle_gain
1997,2025-11-23 17:05:02,2025-11-23 17:08:18,1,5,endurance
1998,2025-11-28 23:54:15,2025-11-28 23:58:30,1,5,endurance
1999,2025-12-26 16:48:09,,0,4,muscle_gain
2000,2025-12-09 20:15:26,,0,2,general_fitness
2002,2025-12-05 14:47:55,2025-12-05 14:51:40,1,5,weight_loss
2003,2025-12-30 17:46:28,,0,4,muscle_gain
2004,2025-12-17 20:06:06,,0,2,endurance
2005,2025-11-10 18:44:38,2025-11-10 18:47:54,1,5,weight_loss
2006,2025-12-28 00:01:15,,0,3,endurance
2007,2025-12-07 02:38:35,,0,3,weight_loss
2008,2025-11-12 01:49:57,2025-11-12 01:54:06,1,5,weight_loss
2009,2025-11-13 20:46:04,,0,3,weight_loss
2010,2025-12-19 09:45:54,2025-12-19 09:53:43,1,5,flexibility
2011,2025-11-04 07:53:06,,0,3,muscle_gain
2012,2025-11-24 05:54:47,2025-11-24 06:01:14,1,5,weight_loss
2013,2025-11-12 17:11:06,2025-11-12 17:17:32,1,5,general_fitness
2015,2025-12-03 22:53:54,,0,1,weight_loss
2016,2025-12-10 09:35:37,2025-12-10 09:40:04,1,5,endurance
2017,2025-11-23 06:17:00,2025-11-23 06:23:56,1,5,weight_loss
2018,2025-11-03 10:03:02,2025-11-03 10:10:14,1,5,muscle_gain
2019,2025-12-15 02:41:32,2025-12-15 02:46:42,1,5,muscle_gain
2020,2025-12-01 01:50:03,2025-12-01 01:56:39,1,5,endurance
2021,2025-12-17 19:33:31,2025-12-17 19:40:15,1,5,endurance
2022,2025-11-09 16:50:20,2025-11-09 16:57:34,1,5,muscle_gain
2023,2025-11-01 11:38:11,2025-11-01 11:42:47,1,5,endurance
2024,2025-11-21 21:27:19,2025-11-21 21:31:02,1,5,weight_loss
2026,2025-12-02 09:58:42,,0,4,flexibility
2027,2025-12-24 00:19:23,2025-12-24 00:26:59,1,5,weight_loss
2029,2025-12-10 17:29:33,2025-12-10 17:36:57,1,5,weight_loss
2031,2025-11-02 08:14:29,,0,1,weight_loss
2032,2025-12-09 17:17:26,2025-12-09 17:24:47,1,5,weight_loss
2034,2025-12-04 18:51:44,2025-12-04 18:56:27,1,5,general_fitness
2036,2025-12-23 14:06:38,2025-12-23 14:10:52,1,5,general_fitness
2037,2025-12-29 00:02:21,2025-12-29 00:06:31,1,5,weight_loss
2038,2025-11-02 18:54:05,,0,4,weight_loss
2039,2025-12-14 00:45:42,2025-12-14 00:52:35,1,5,weight_loss
2040,2025-12-22 22:19:03,,0,1,muscle_gain
2041,2025-11-23 07:44:03,2025-11-23 07:47:03,1,5,muscle_gain
2042,2025-12-23 13:24:27,2025-12-23 13:28:59,1,5,muscle_gain
2043,2025-12-16 16:38:14,,0,4,general_fitness
2044,2025-12-28 08:59:57,2025-12-28 09:04:02,1,5,muscle_gain
2047,2025-12-05 14:53:38,2025-12-05 14:57:26,1,5,flexibility
2048,2025-12-11 08:37:20,2025-12-11 08:42:55,1,5,general_fitness
2050,2025-11-28 14:57:44,2025-11-28 15:00:55,1,5,weight_loss
2051,2025-12-31 05:48:10,2025-12-31 05:53:08,1,5,weight_loss
2053,2025-12-06 21:52:33,2025-12-06 21:59:39,1,5,muscle_gain
2056,2025-12-07 18:53:02,2025-12-07 18:56:27,1,5,endurance
2057,2025-12-31 23:38:28,2025-12-31 23:43:00,1,5,general_fitness
2058,2025-12-07 21:40:52,2025-12-07 21:44:02,1,5,flexibility
2060,2025-11-05 20:47:51,,0,1,weight_loss
2061,2025-12-29 23:57:47,2025-12-30 00:01:04,1,5,general_fitness
2062,2025-11-22 13:42:36,,0,2,weight_loss
2064,2025-11-08 03:53:33,2025-11-08 03:57:44,1,5,weight_loss
2066,2025-12-29 23:12:35,,0,3,muscle_gain
2067,2025-12-08 23:10:25,2025-12-08 23:16:06,1,5,weight_loss
2069,2025-11-22 04:19:37,2025-11-22 04:26:37,1,5,endurance
2070,2025-12-08 08:01:02,2025-12-08 08:06:13,1,5,general_fitness
2071,2025-12-26 02:39:37,2025-12-26 02:44:29,1,5,flexibility
2072,2025-12-05 14:02:17,2025-12-05 14:08:34,1,5,endurance
2073,2025-11-23 18:43:58,,0,4,flexibility
2075,2025-12-02 01:47:54,,0,2,endurance
2076,2025-12-10 09:37:40,,0,1,muscle_gain
2079,2025-11-25 03:05:08,,0,4,muscle_gain
2081,2025-12-02 00:33:03,2025-12-02 00:40:08,1,5,general_fitness
2083,2025-12-19 01:30:40,2025-12-19 01:37:04,1,5,muscle_gain
2084,2025-11-15 13:58:58,2025-11-15 14:06:36,1,5,weight_loss
2085,2025-12-19 01:09:44,2025-12-19 01:17:28,1,5,endurance
2086,2025-11-22 14:40:40,,0,3,weight_loss
2087,2025-11-29 04:41:13,,0,1,weight_loss
2088,2025-11-29 23:19:37,2025-11-29 23:25:13,1,5,muscle_gain
2090,2025-12-06 10:23:24,2025-12-06 10:27:19,1,5,weight_loss
2092,2025-12-26 03:12:54,2025-12-26 03:17:30,1,5,general_fitness
2095,2025-12-28 06:44:00,2025-12-28 06:51:24,1,5,general_fitness
2096,2025-11-29 16:57:05,2025-11-29 17:03:21,1,5,muscle_gain
2098,2025-12-08 17:56:15,2025-12-08 17:59:28,1,5,endurance
2099,2025-11-10 17:24:53,2025-11-10 17:32:18,1,5,general_fitness
2100,2025-11-20 20:54:45,,0,1,endurance
2102,2025-11-11 22:26:43,2025-11-11 22:30:21,1,5,general_fitness
2103,2025-12-24 22:10:16,2025-12-24 22:16:25,1,5,weight_loss
2105,2025-12-14 23:51:01,2025-12-14 23:58:17,1,5,weight_loss
2107,2025-12-20 21:48:08,2025-12-20 21:54:14,1,5,weight_loss
2109,2025-11-28 01:15:39,,0,2,general_fitness
2111,2025-12-09 19:23:09,,0,4,flexibility
2113,2025-11-15 12:13:53,2025-11-15 12:20:45,1,5,muscle_gain
2114,2025-12-15 06:36:38,2025-12-15 06:43:10,1,5,muscle_gain
2115,2025-11-01 01:23:08,2025-11-01 01:28:41,1,5,muscle_gain
2116,2025-12-28 11:07:28,2025-12-28 11:14:52,1,5,endurance
2117,2025-11-22 02:07:17,2025-11-22 02:12:42,1,5,general_fitness
2122,2025-11-03 13:18:16,2025-11-03 13:25:25,1,5,general_fitness
2123,2025-11-23 06:55:43,2025-11-23 07:02:03,1,5,muscle_gain
2124,2025-11-16 06:22:25,2025-11-16 06:27:06,1,5,general_fitness
2126,2025-12-01 08:24:31,2025-12-01 08:30:39,1,5,weight_loss
2127,2025-11-28 08:54:35,,0,2,endurance
2128,2025-11-27 07:27:07,2025-11-27 07:31:22,1,5,muscle_gain
2129,2025-11-08 07:17:10,2025-11-08 07:23:38,1,5,muscle_gain
2130,2025-11-02 17:03:05,2025-11-02 17:08:57,1,5,muscle_gain
2131,2025-11-17 15:33:47,2025-11-17 15:40:02,1,5,weight_loss
2132,2025-12-22 03:42:33,2025-12-22 03:46:46,1,5,muscle_gain
2133,2025-12-31 03:38:55,,0,1,muscle_gain
2134,2025-12-28 09:36:30,2025-12-28 09:43:34,1,5,flexibility
2135,2025-12-08 10:57:26,,0,2,weight_loss
2136,2025-12-10 17:45:48,2025-12-10 17:50:51,1,5,weight_loss
2141,2025-12-27 10:39:17,,0,3,weight_loss
2143,2025-12-22 01:46:07,2025-12-22 01:53:56,1,5,weight_loss
2144,2025-12-24 05:28:07,2025-12-24 05:32:59,1,5,muscle_gain
2145,2025-11-26 10:53:01,2025-11-26 10:58:41,1,5,general_fitness
2146,2025-12-29 09:11:39,,0,1,weight_loss
2148,2025-12-31 17:42:24,2025-12-31 17:47:13,1,5,muscle_gain
2150,2025-11-08 18:28:14,,0,1,endurance
2151,2025-12-17 03:22:48,2025-12-17 03:28:47,1,5,weight_loss
2152,2025-11-03 15:51:34,2025-11-03 15:59:33,1,5,weight_loss
2153,2025-12-22 03:41:56,2025-12-22 03:46:54,1,5,weight_loss
2154,2025-12-24 20:13:37,2025-12-24 20:19:49,1,5,weight_loss
2156,2025-12-26 15:58:01,2025-12-26 16:03:17,1,5,flexibility
2157,2025-11-08 23:15:48,2025-11-08 23:23:22,1,5,endurance
2158,2025-11-23 14:14:19,2025-11-23 14:17:20,1,5,weight_loss
2159,2025-12-03 09:53:59,2025-12-03 10:01:18,1,5,muscle_gain
2160,2025-11-04 06:39:01,2025-11-04 06:44:15,1,5,weight_loss
2161,2025-12-05 14:40:12,2025-12-05 14:43:55,1,5,muscle_gain
2162,2025-11-22 08:26:47,2025-11-22 08:33:27,1,5,general_fitness
2163,2025-12-02 10:54:57,2025-12-02 11:00:26,1,5,endurance
2164,2025-12-04 08:22:12,2025-12-04 08:25:56,1,5,weight_loss
2167,2025-12-27 05:05:08,2025-12-27 05:10:12,1,5,endurance
2168,2025-12-04 02:09:37,2025-12-04 02:14:31,1,5,general_fitness
2169,2025-11-27 03:21:09,2025-11-27 03:27:33,1,5,endurance
2170,2025-12-08 01:32:53,,0,1,endurance
2171,2025-12-03 00:21:26,2025-12-03 00:25:44,1,5,flexibility
2174,2025-11-13 20:32:14,2025-11-13 20:35:31,1,5,muscle_gain
2175,2025-11-29 12:48:11,,0,1,endurance
2176,2025-12-12 12:50:21,2025-12-12 12:57:01,1,5,muscle_gain
2178,2025-12-25 04:46:47,,0,3,endurance
2179,2025-11-22 10:35:04,2025-11-22 10:39:40,1,5,general_fitness
2181,2025-12-23 17:27:38,2025-12-23 17:32:53,1,5,general_fitness
2182,2025-12-30 20:43:47,2025-12-30 20:49:02,1,5,weight_loss
2183,2025-12-25 09:03:54,2025-12-25 09:09:20,1,5,endurance
2184,2025-11-12 13:20:15,2025-11-12 13:26:26,1,5,muscle_gain
2186,2025-11-14 00:48:47,,0,3,muscle_gain
2187,2025-12-24 18:00:32,2025-12-24 18:03:51,1,5,flexibility
2188,2025-12-13 14:55:31,2025-12-13 15:03:26,1,5,flexibility
2189,2025-11-22 11:53:01,2025-11-22 11:59:05,1,5,weight_loss
2190,2025-12-29 19:30:45,2025-12-29 19:36:42,1,5,general_fitness
2191,2025-11-10 18:05:02,,0,3,flexibility
2192,2025-12-12 15:50:50,,0,2,muscle_gain
2194,2025-11-05 00:27:28,2025-11-05 00:33:10,1,5,muscle_gain
2195,2025-12-14 05:03:55,2025-12-14 05:08:22,1,5,endurance
2196,2025-12-24 12:33:29,2025-12-24 12:40:07,1,5,weight_loss
2197,2025-11-06 04:28:22,,0,3,muscle_gain
2198,2025-12-09 16:54:51,2025-12-09 16:58:44,1,5,muscle_gain
2200,2025-12-18 01:25:45,2025-12-18 01:33:01,1,5,general_fitness
2201,2025-11-10 06:03:18,,0,1,weight_loss
2202,2025-12-29 01:47:57,,0,3,general_fitness
2203,2025-12-27 15:01:26,2025-12-27 15:04:29,1,5,muscle_gain
2204,2025-11-16 04:18:21,2025-11-16 04:23:15,1,5,general_fitness
2205,2025-11-27 01:56:52,2025-11-27 02:00:31,1,5,muscle_gain
2206,2025-12-13 00:20:44,,0,2,weight_loss
2207,2025-12-20 13:42:52,2025-12-20 13:48:46,1,5,endurance
2209,2025-11-13 08:14:22,,0,4,endurance
2210,2025-11-09 02:10:10,2025-11-09 02:16:24,1,5,weight_loss
2211,2025-12-31 17:34:46,2025-12-31 17:42:24,1,5,weight_loss
2212,2025-12-06 14:44:49,,0,1,muscle_gain
2217,2025-11-09 13:33:57,2025-11-09 13:37:06,1,5,weight_loss
2218,2025-12-29 15:50:57,,0,2,endurance
2219,2025-12-29 05:34:08,2025-12-29 05:41:02,1,5,muscle_gain
2220,2025-11-26 12:55:22,2025-11-26 13:00:55,1,5,general_fitness
2221,2025-11-29 17:24:14,2025-11-29 17:31:03,1,5,flexibility
2222,2025-12-06 18:02:58,,0,2,weight_loss
2223,2025-12-03 13:07:39,,0,2,weight_loss
2227,2025-12-20 02:39:41,,0,1,general_fitness
2229,2025-11-03 14:58:54,,0,2,weight_loss
2230,2025-12-17 01:49:19,,0,3,flexibility
2231,2025-11-28 05:56:23,2025-11-28 06:02:43,1,5,general_fitness
2232,2025-12-17 00:06:18,2025-12-17 00:12:08,1,5,weight_loss
2233,2025-11-08 04:02:05,,0,2,general_fitness
2234,2025-12-29 09:04:50,,0,3,flexibility
2235,2025-12-22 00:02:43,2025-12-22 00:06:31,1,5,muscle_gain
2237,2025-11-11 20:04:29,2025-11-11 20:12:08,1,5,weight_loss
2239,2025-11-30 13:52:51,2025-11-30 14:00:17,1,5,general_fitness
2240,2025-12-10 04:50:41,2025-12-10 04:56:56,1,5,muscle_gain
2241,2025-11-25 04:47:17,,0,2,endurance
2242,2025-11-05 06:16:40,2025-11-05 06:23:25,1,5,weight_loss
2243,2025-11-30 20:14:05,2025-11-30 20:19:43,1,5,muscle_gain
2244,2025-11-21 02:56:05,2025-11-21 02:59:21,1,5,muscle_gain
2245,2025-12-01 04:48:44,2025-12-01 04:53:16,1,5,flexibility
2248,2025-12-16 22:37:10,2025-12-16 22:41:33,1,5,weight_loss
2249,2025-12-02 19:55:37,,0,1,flexibility
2251,2025-12-10 10:05:30,2025-12-10 10:08:47,1,5,weight_loss
2252,2025-12-22 23:47:54,2025-12-22 23:52:13,1,5,weight_loss
2253,2025-12-01 00:48:02,2025-12-01 00:51:17,1,5,muscle_gain
2254,2025-12-13 10:22:08,2025-12-13 10:26:36,1,5,weight_loss
2255,2025-12-30 05:22:50,2025-12-30 05:28:53,1,5,endurance
2256,2025-12-10 08:59:50,2025-12-10 09:06:43,1,5,flexibility
2257,2025-12-28 13:50:35,,0,4,muscle_gain
2258,2025-12-23 13:25:18,2025-12-23 13:31:15,1,5,weight_loss
2260,2025-12-04 11:47:59,,0,3,weight_loss
2261,2025-12-20 23:48:33,,0,4,weight_loss
2262,2025-12-31 18:26:37,,0,1,flexibility
2263,2025-12-06 19:34:59,2025-12-06 19:38:55,1,5,general_fitness
2264,2025-11-08 06:16:01,2025-11-08 06:20:25,1,5,endurance
2265,2025-12-12 16:18:16,,0,3,general_fitness
2266,2025-11-11 20:46:52,2025-11-11 20:50:14,1,5,weight_loss
2267,2025-12-22 02:02:18,2025-12-22 02:07:08,1,5,general_fitness
2269,2025-12-21 02:29:45,,0,2,general_fitness
2270,2025-12-27 11:53:01,,0,3,weight_loss
2271,2025-12-16 12:04:24,,0,3,flexibility
2272,2025-12-15 13:44:18,2025-12-15 13:47:52,1,5,flexibility
2273,2025-12-22 10:12:09,2025-12-22 10:16:37,1,5,endurance
2274,2025-12-25 10:57:04,,0,2,muscle_gain
2275,2025-12-27 04:15:37,,0,4,weight_loss
2277,2025-12-12 08:43:54,2025-12-12 08:50:09,1,5,muscle_gain
2279,2025-12-26 06:45:04,,0,1,general_fitness
2280,2025-12-17 16:06:09,,0,3,muscle_gain
2281,2025-12-04 11:58:25,,0,3,muscle_gain
2282,2025-11-16 07:25:17,2025-11-16 07:29:44,1,5,weight_loss
2283,2025-11-28 20:49:41,2025-11-28 20:54:18,1,5,weight_loss
2284,2025-12-20 05:30:19,2025-12-20 05:33:22,1,5,weight_loss
2285,2025-11-17 10:02:34,2025-11-17 10:05:40,1,5,weight_loss
2286,2025-11-08 07:27:07,2025-11-08 07:34:30,1,5,general_fitness
2287,2025-12-27 08:47:05,2025-12-27 08:50:18,1,5,endurance
2289,2025-11-16 05:04:05,2025-11-16 05:09:19,1,5,flexibility
2290,2025-11-24 18:03:05,,0,4,muscle_gain
2291,2025-12-30 04:41:32,2025-12-30 04:48:32,1,5,muscle_gain
2292,2025-12-20 04:45:32,2025-12-20 04:49:48,1,5,endurance
2294,2025-11-25 16:20:05,,0,1,endurance
2295,2025-11-25 18:58:03,,0,3,endurance
2296,2025-11-03 20:50:06,,0,1,weight_loss
2297,2025-12-21 04:10:42,,0,1,weight_loss
2298,2025-11-04 03:13:15,,0,1,weight_loss
2299,2025-11-01 21:36:50,2025-11-01 21:39:56,1,5,flexibility
2300,2025-12-21 13:48:11,2025-12-21 13:53:27,1,5,muscle_gain
2301,2025-12-29 14:48:22,,0,4,weight_loss
2302,2025-12-22 14:47:50,2025-12-22 14:53:05,1,5,muscle_gain
2303,2025-12-07 01:08:15,2025-12-07 01:12:44,1,5,endurance
2305,2025-12-05 16:28:39,,0,3,general_fitness
2306,2025-11-27 20:22:31,2025-11-27 20:28:21,1,5,weight_loss
2308,2025-12-04 21:45:59,2025-12-04 21:52:50,1,5,muscle_gain
2309,2025-12-14 08:35:35,2025-12-14 08:42:53,1,5,weight_loss
2310,2025-12-27 17:47:50,2025-12-27 17:51:57,1,5,flexibility
2312,2025-11-07 18:04:28,2025-11-07 18:12:09,1,5,endurance
2313,2025-12-01 20:19:13,2025-12-01 20:24:47,1,5,muscle_gain
2314,2025-11-15 09:27:30,,0,2,weight_loss
2315,2025-11-29 07:20:55,,0,2,weight_loss
2316,2025-11-24 22:43:58,,0,4,muscle_gain
2319,2025-12-08 02:18:29,,0,4,weight_loss
2320,2025-12-28 15:54:16,2025-12-28 16:00:16,1,5,weight_loss
2325,2025-11-22 12:10:38,2025-11-22 12:16:24,1,5,muscle_gain
2326,2025-12-31 20:02:25,2025-12-31 20:05:49,1,5,flexibility
2327,2025-11-17 20:07:29,2025-11-17 20:11:26,1,5,general_fitness
2333,2025-12-25 11:33:40,,0,2,flexibility
2335,2025-12-04 00:52:32,2025-12-04 00:56:15,1,5,general_fitness
2336,2025-12-20 12:52:43,2025-12-20 12:58:07,1,5,muscle_gain
2337,2025-12-27 02:18:40,,0,1,endurance
2338,2025-11-30 01:24:24,,0,4,weight_loss
2339,2025-12-12 15:51:06,2025-12-12 15:56:05,1,5,muscle_gain
2341,2025-11-14 11:37:06,2025-11-14 11:41:53,1,5,muscle_gain
2342,2025-11-06 08:33:09,2025-11-06 08:40:41,1,5,endurance
2344,2025-11-24 05:00:07,,0,2,muscle_gain
2345,2025-12-21 23:48:57,2025-12-21 23:53:15,1,5,weight_loss
2347,2025-12-26 20:02:44,2025-12-26 20:07:48,1,5,flexibility
2348,2025-12-25 19:52:12,2025-12-25 19:58:57,1,5,muscle_gain
2350,2025-11-02 03:36:56,2025-11-02 03:43:33,1,5,muscle_gain
2351,2025-11-05 14:20:49,2025-11-05 14:28:47,1,5,muscle_gain
2352,2025-12-26 11:18:36,,0,1,weight_loss
2353,2025-11-20 20:08:17,2025-11-20 20:11:54,1,5,general_fitness
2354,2025-12-11 06:20:51,2025-12-11 06:27:30,1,5,flexibility
2355,2025-12-04 09:42:53,2025-12-04 09:50:26,1,5,muscle_gain
2356,2025-12-23 14:09:40,2025-12-23 14:13:34,1,5,general_fitness
2357,2025-12-07 12:45:06,2025-12-07 12:49:21,1,5,muscle_gain
2358,2025-12-08 16:34:36,2025-12-08 16:38:53,1,5,muscle_gain
2359,2025-12-31 05:51:30,,0,1,weight_loss
2360,2025-11-13 00:32:27,2025-11-13 00:37:46,1,5,endurance
2363,2025-12-07 21:18:35,2025-12-07 21:23:10,1,5,endurance
2365,2025-12-18 11:22:58,2025-12-18 11:26:25,1,5,general_fitness
2366,2025-12-19 12:38:39,,0,4,muscle_gain
2367,2025-11-22 01:41:36,,0,4,weight_loss
2370,2025-12-09 04:17:43,2025-12-09 04:20:52,1,5,muscle_gain
2371,2025-12-06 12:10:39,2025-12-06 12:17:33,1,5,weight_loss
2372,2025-11-27 15:08:56,2025-11-27 15:12:20,1,5,muscle_gain
2374,2025-11-21 05:38:09,2025-11-21 05:43:21,1,5,muscle_gain
2375,2025-11-30 23:24:02,,0,2,general_fitness
2377,2025-12-27 07:06:15,2025-12-27 07:11:07,1,5,weight_loss
2378,2025-12-14 01:44:50,2025-12-14 01:52:14,1,5,general_fitness
2379,2025-11-11 12:28:52,,0,4,weight_loss
2380,2025-12-20 11:23:21,,0,1,flexibility
2381,2025-12-26 20:37:15,2025-12-26 20:41:53,1,5,weight_loss
